BDP_ID,Chromosome,watson_start,watson_end,crick_start,crick_end,watson_appris,watson_biotype,watson_biotype_gencode,watson_canonical,watson_description,watson_ensembl_id,watson_gencode_basic,watson_gene_name,watson_gene_name_updated,watson_keyword,watson_length,watson_refseq,watson_rnacentral_id,watson_transcript_id,watson_tsl,watson_uniprot,crick_appris,crick_biotype,crick_biotype_gencode,crick_canonical,crick_description,crick_ensembl_id,crick_gencode_basic,crick_gene_name,crick_gene_name_updated,crick_keyword,crick_length,crick_refseq,crick_rnacentral_id,crick_transcript_id,crick_tsl,crick_uniprot
Ibtk_1,chr9,85631396,85631895,85630836,85631335,NA,NA,NA,NA,NA,ENSMUSG00000103715,NA,4933431K14Rik,NA,NA,1352,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,inhibitor of Bruton agammaglobulinemia tyrosine kinase [Source:MGI Symbol;Acc:MGI:1918677],ENSMUSG00000035941,GENCODE basic,Ibtk,Ibtk,Alternative splicing; ANK repeat; Cytoplasm; Membrane; Phosphoprotein; Reference proteome; Repeat,61975,,,ENSMUST00000039213,tsl1 (assigned to previous version 14),Q6ZPR6
Icam1_1,chr9,20927292,20927791,20926732,20927231,,protein_coding,retained_intron,NA,intercellular adhesion molecule 1 [Source:MGI Symbol;Acc:MGI:96392],ENSMUSG00000037405,,Icam1,Icam1,Alternative splicing; Cell adhesion; Direct protein sequencing; Disulfide bond; Glycoprotein; Immunoglobulin domain; Membrane; Reference proteome; Repeat; Signal; Transmembrane; Transmembrane helix; Ubl conjugation,12833,,,ENSMUST00000215003,tsl2 (assigned to previous version 1),P13597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ice2_1,chr9,69305216,69305715,69304656,69305155,principal1,protein_coding,protein_coding,1,interactor of little elongation complex ELL subunit 2 [Source:MGI Symbol;Acc:MGI:2135947],ENSMUSG00000032235,GENCODE basic,Ice2,Ice2,Alternative splicing; Nucleus; Phosphoprotein; Reference proteome; Transcription; Transcription regulation,35217,,,ENSMUST00000034761,tsl1 (assigned to previous version 14),Q3UZ18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Id1_1,chr2,152578186,152578685,152577626,152578125,principal1,protein_coding,protein_coding,1,"inhibitor of DNA binding 1, HLH protein [Source:MGI Symbol;Acc:MGI:96396]",ENSMUSG00000042745,GENCODE basic,Id1,Id1,3D-structure; Alternative splicing; Biological rhythms; Cytoplasm; Developmental protein; Nucleus; Reference proteome; Repressor; Transcription; Transcription regulation; Ubl conjugation,1160,,,ENSMUST00000038368,tsl1 (assigned to previous version 8),P20067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Id2_1,chr12,25146139,25146638,25145579,25146078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,inhibitor of DNA binding 2 [Source:MGI Symbol;Acc:MGI:96397],ENSMUSG00000020644,GENCODE basic,Id2,Id2,Biological rhythms; Cytoplasm; Developmental protein; Nucleus; Phosphoprotein; Reference proteome; Repressor; Transcription; Transcription regulation; Ubl conjugation,3342,,,ENSMUST00000221761,tsl5 (assigned to previous version 1),P41136
Idh1_1,chr1,65218281,65218780,65217721,65218220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,"isocitrate dehydrogenase 1 (NADP+), soluble [Source:MGI Symbol;Acc:MGI:96413]",ENSMUSG00000025950,GENCODE basic,Idh1,Idh1,3D-structure; Acetylation; Cytoplasm; Direct protein sequencing; Glyoxylate bypass; Magnesium; Manganese; Metal-binding; NADP; Oxidoreductase; Phosphoprotein; Reference proteome; Tricarboxylic acid cycle,27885,,,ENSMUST00000097709,tsl1 (assigned to previous version 10),O88844
Idh2_1,chr7,79765116,79765615,79764556,79765055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,"isocitrate dehydrogenase 2 (NADP+), mitochondrial [Source:MGI Symbol;Acc:MGI:96414]",ENSMUSG00000030541,GENCODE basic,Idh2,Idh2,3D-structure; Acetylation; Direct protein sequencing; Glyoxylate bypass; Magnesium; Manganese; Metal-binding; Mitochondrion; NADP; Oxidoreductase; Reference proteome; Stress response; Transit peptide; Tricarboxylic acid cycle,20547,,,ENSMUST00000107384,tsl1 (assigned to previous version 9),P54071
Idh3b_1,chr2,130126398,130126897,130125838,130126337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,isocitrate dehydrogenase 3 (NAD+) beta [Source:MGI Symbol;Acc:MGI:2158650],ENSMUSG00000027406,GENCODE basic,Idh3b,Idh3b,NA,5239,,,ENSMUST00000028892,tsl1 (assigned to previous version 10),
Idi1_1,chr13,8935685,8936184,8935125,8935624,,protein_coding,protein_coding,NA,isopentenyl-diphosphate delta isomerase [Source:MGI Symbol;Acc:MGI:2442264],ENSMUSG00000058258,GENCODE basic,Idi1,Idi1,NA,6951,,,ENSMUST00000169314,tsl1 (assigned to previous version 8),,NA,NA,NA,NA,NA,ENSMUSG00000113245,NA,Gm48574,NA,NA,910,NA,NA,NA,NA,NA
Idnk_1,chr13,58305485,58305984,58304925,58305424,,protein_coding,protein_coding,NA,idnK gluconokinase homolog (E. coli) [Source:MGI Symbol;Acc:MGI:1922981],ENSMUSG00000050002,GENCODE basic,Idnk,Idnk,NA,7045,,URS00009C08E3,ENSMUST00000226010,,,NA,NA,NA,NA,NA,ENSMUSG00000114309,NA,Gm48295,NA,NA,9898,NA,NA,NA,NA,NA
Ier2_1,chr8,85389531,85390030,85388971,85389470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,immediate early response 2 [Source:MGI Symbol;Acc:MGI:104815],ENSMUSG00000053560,GENCODE basic,Ier2,Ier2,Acetylation; Cytoplasm; Nucleus; Reference proteome,1524,,,ENSMUST00000060427,tslNA (assigned to previous version 4),P17950
Ier3ip1_1,chr18,77017746,77018245,77017186,77017685,principal1,protein_coding,protein_coding,1,immediate early response 3 interacting protein 1 [Source:MGI Symbol;Acc:MGI:1913441],ENSMUSG00000090000,GENCODE basic,Ier3ip1,Ier3ip1,Endoplasmic reticulum; Membrane; Protein transport; Reference proteome; Transmembrane; Transmembrane helix; Transport,11596,,,ENSMUST00000026487,tsl1 (assigned to previous version 4),Q9CR20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ier5l_1,chr2,30364279,30364778,30363719,30364218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,immediate early response 5-like [Source:MGI Symbol;Acc:MGI:1919750],ENSMUSG00000089762,GENCODE basic,Ier5l,Ier5l,Reference proteome,2683,,,ENSMUST00000065134,tslNA (assigned to previous version 3),Q99J55
Ifi30_1,chr8,71219357,71219856,71218797,71219296,NA,NA,NA,NA,NA,ENSMUSG00000110575,NA,6330537M06Rik,NA,NA,2184,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,interferon gamma inducible protein 30 [Source:MGI Symbol;Acc:MGI:2137648],ENSMUSG00000031838,GENCODE basic,Ifi30,Ifi30,3D-structure; Disulfide bond; Glycoprotein; Immunity; Lysosome; Oxidoreductase; Redox-active center; Reference proteome; Secreted; Signal,3889,,URS0000EEC387,ENSMUST00000222087,tsl1 (assigned to previous version 1),Q9ESY9
Ifitm1_2,chr7,140547284,140547783,140546724,140547223,principal1,protein_coding,protein_coding,1,interferon induced transmembrane protein 1 [Source:MGI Symbol;Acc:MGI:1915963],ENSMUSG00000025491,GENCODE basic,Ifitm1,Ifitm1,Antiviral defense; Cell membrane; Immunity; Innate immunity; Lipoprotein; Lysosome; Membrane; Osteogenesis; Palmitate; Reference proteome; Transmembrane; Transmembrane helix,2605,,,ENSMUST00000106042,tsl1 (assigned to previous version 8),Q9D103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ifitm2_1,chr7,140535901,140536400,140535341,140535840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,predicted gene 45717 [Source:MGI Symbol;Acc:MGI:5804832],ENSMUSG00000110104,GENCODE basic,Gm45717,Gm45717,NA,6716,,,ENSMUST00000211129,tsl3 (assigned to previous version 1),
Ifitm3_1,chr7,140590662,140591161,140590102,140590601,NA,NA,NA,NA,NA,ENSMUSG00000121233,NA,Gm57251,NA,NA,6379,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,interferon induced transmembrane protein 3 [Source:MGI Symbol;Acc:MGI:1913391],ENSMUSG00000025492,GENCODE basic,Ifitm3,Ifitm3,Antiviral defense; Cell membrane; Cytoplasm; Endosome; Immunity; Innate immunity; Isopeptide bond; Lipoprotein; Lysosome; Membrane; Palmitate; Phosphoprotein; Reference proteome; Signal-anchor; Transmembrane; Transmembrane helix; Ubl conjugation,1185,,,ENSMUST00000026565,tsl1 (assigned to previous version 6),Q9CQW9
Ifitm5_1,chr7,140530206,140530705,140529646,140530145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,interferon induced transmembrane protein 5 [Source:MGI Symbol;Acc:MGI:1934923],ENSMUSG00000025489,GENCODE basic,Ifitm5,Ifitm5,Cell membrane; Developmental protein; Lipoprotein; Membrane; Mineral balance; Palmitate; Reference proteome; Transmembrane; Transmembrane helix,1334,,,ENSMUST00000026562,tsl1 (assigned to previous version 5),O88728
Ift172_1,chr5,31448508,31449007,31447948,31448447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,intraflagellar transport 172 [Source:MGI Symbol;Acc:MGI:2682064],ENSMUSG00000038564,GENCODE basic,Ift172,Ift172,Acetylation; Alternative splicing; Cell projection; Cilium; Developmental protein; Isopeptide bond; Methylation; Reference proteome; Repeat; TPR repeat; Ubl conjugation; WD repeat,37840,,,ENSMUST00000041565,tsl1 (assigned to previous version 10),Q6VH22
Ift52_1,chr2,162859399,162859898,162858839,162859338,principal1,protein_coding,protein_coding,1,intraflagellar transport 52 [Source:MGI Symbol;Acc:MGI:2387217],ENSMUSG00000017858,GENCODE basic,Ift52,Ift52,3D-structure; Cell projection; Cilium; Cilium biogenesis/degradation; Reference proteome,28788,,,ENSMUST00000018002,tsl1 (assigned to previous version 12),Q62559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Igbp1_1,chrX,99537972,99538471,99537412,99537911,principal1,protein_coding,protein_coding,1,immunoglobulin (CD79A) binding protein 1 [Source:MGI Symbol;Acc:MGI:1346500],ENSMUSG00000031221,GENCODE basic,Igbp1,Igbp1,3D-structure; Acetylation; B-cell activation; Chaperone; Cytoplasm; Phosphoprotein; Reference proteome; Ubl conjugation,21835,,,ENSMUST00000033570,tsl1 (assigned to previous version 5),Q61249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Igf2_3,chr7,142215048,142215547,142214488,142214987,NA,NA,NA,NA,NA,ENSMUSG00000086266,NA,Igf2os,NA,NA,10664,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,insulin-like growth factor 2 [Source:MGI Symbol;Acc:MGI:96434],ENSMUSG00000048583,GENCODE basic,Igf2,Igf2,Alternative promoter usage; Carbohydrate metabolism; Cleavage on pair of basic residues; Direct protein sequencing; Disulfide bond; Glucose metabolism; Growth factor; Hormone; Mitogen; Osteogenesis; Reference proteome; Secreted; Signal,16051,,,ENSMUST00000000033,tsl1 (assigned to previous version 11),P09535
Igf2bp1_1,chr11,95896820,95897319,95896260,95896759,NA,NA,NA,NA,NA,ENSMUSG00000099928,NA,Gm29202,NA,NA,3879,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,insulin-like growth factor 2 mRNA binding protein 1 [Source:MGI Symbol;Acc:MGI:1890357],ENSMUSG00000013415,GENCODE basic,Igf2bp1,Igf2bp1,3D-structure; Cell projection; Cytoplasm; Direct protein sequencing; mRNA transport; Nucleus; Phosphoprotein; Reference proteome; Repeat; RNA-binding; Synapse; Translation regulation; Transport,48778,,,ENSMUST00000013559,tsl1 (assigned to previous version 2),O88477
Igf2r_1,chr17,12988591,12989090,12988031,12988530,NA,NA,NA,NA,NA,ENSMUSG00000078247,NA,Airn,NA,NA,119102,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,insulin-like growth factor 2 receptor [Source:MGI Symbol;Acc:MGI:96435],ENSMUSG00000023830,GENCODE basic,Igf2r,Igf2r,Acetylation; Disulfide bond; Endosome; Glycoprotein; Golgi apparatus; Lipoprotein; Membrane; Methylation; Palmitate; Phosphoprotein; Receptor; Reference proteome; Repeat; Signal; Transmembrane; Transmembrane helix; Transport,87259,,,ENSMUST00000024599,tsl1 (assigned to previous version 13),Q07113
Igfals_1,chr17,25097759,25098258,25097199,25097698,,protein_coding,protein_coding_CDS_not_defined,NA,"insulin-like growth factor binding protein, acid labile subunit [Source:MGI Symbol;Acc:MGI:107973]",ENSMUSG00000046070,,Igfals,Igfals,NA,16014,,,ENSMUST00000234675,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Igfbp2_1,chr1,72863662,72864161,72863102,72863601,principal1,protein_coding,protein_coding,1,insulin-like growth factor binding protein 2 [Source:MGI Symbol;Acc:MGI:96437],ENSMUSG00000039323,GENCODE basic,Igfbp2,Igfbp2,Disulfide bond; Glycoprotein; Growth factor binding; Growth regulation; Reference proteome; Secreted; Signal,27972,,,ENSMUST00000047328,tsl1 (assigned to previous version 10),P47877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Igfbp3_1,chr11,7163973,7164472,7163413,7163912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,insulin-like growth factor binding protein 3 [Source:MGI Symbol;Acc:MGI:96438],ENSMUSG00000020427,GENCODE basic,Igfbp3,Igfbp3,Apoptosis; Disulfide bond; Glycoprotein; Growth factor binding; Phosphoprotein; Reference proteome; Secreted; Signal,7838,,,ENSMUST00000020702,tsl1 (assigned to previous version 10),P47878
Igsf23_1,chr7,19684715,19685214,19684155,19684654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,principal2,protein_coding,protein_coding,NA,"immunoglobulin superfamily, member 23 [Source:MGI Symbol;Acc:MGI:1917330]",ENSMUSG00000040498,GENCODE basic,Igsf23,Igsf23,NA,13452,,,ENSMUST00000208974,tsl1 (assigned to previous version 1),
Ikbkg_2,chrX,73468283,73468782,73467723,73468222,,protein_coding,protein_coding,NA,inhibitor of kappaB kinase gamma [Source:MGI Symbol;Acc:MGI:1338074],ENSMUSG00000004221,,Ikbkg,Ikbkg,NA,60565,,,ENSMUST00000144947,tsl2 (assigned to previous version 7),,principal1,protein_coding,protein_coding,1,glucose-6-phosphate dehydrogenase X-linked [Source:MGI Symbol;Acc:MGI:105979],ENSMUSG00000031400,GENCODE basic,G6pdx,G6pdx,Acetylation; Carbohydrate metabolism; Cytoplasm; Direct protein sequencing; Glucose metabolism; Membrane; NADP; Oxidoreductase; Phosphoprotein; Reference proteome,19712,,,ENSMUST00000004327,tsl1 (assigned to previous version 10),Q00612
Il17b_1,chr18,61820997,61821496,61820437,61820936,,protein_coding,protein_coding_CDS_not_defined,NA,interleukin 17B [Source:MGI Symbol;Acc:MGI:1928397],ENSMUSG00000024578,,Il17b,Il17b,NA,7652,,,ENSMUST00000237575,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Il17rd_1,chr14,26761001,26761500,26760441,26760940,principal1,protein_coding,protein_coding,1,interleukin 17 receptor D [Source:MGI Symbol;Acc:MGI:2159727],ENSMUSG00000040717,GENCODE basic,Il17rd,Il17rd,Alternative splicing; Cell membrane; Glycoprotein; Golgi apparatus; Membrane; Receptor; Reference proteome; Signal; Transmembrane; Transmembrane helix,68346,,,ENSMUST00000035336,tsl1 (assigned to previous version 3),Q8JZL1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Il27ra_1,chr8,84769267,84769766,84768707,84769206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,"interleukin 27 receptor, alpha [Source:MGI Symbol;Acc:MGI:1355318]",ENSMUSG00000005465,GENCODE basic,Il27ra,Il27ra,3D-structure; Glycoprotein; Membrane; Receptor; Reference proteome; Repeat; Signal; Transmembrane; Transmembrane helix,12296,,,ENSMUST00000005601,tsl1 (assigned to previous version 8),O70394
Il34_1,chr8,111482335,111482834,111481775,111482274,NA,NA,NA,NA,NA,ENSMUSG00000090039,NA,Gm15894,NA,NA,3979,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,interleukin 34 [Source:MGI Symbol;Acc:MGI:1923777],ENSMUSG00000031750,GENCODE basic,Il34,Il34,3D-structure; Alternative splicing; Cytokine; Glycoprotein; Growth factor; Immunity; Inflammatory response; Innate immunity; Reference proteome; Secreted; Signal,64096,,,ENSMUST00000076846,tsl1 (assigned to previous version 10),Q8R1R4
Il3ra_1,chr14,8123397,8123896,8122837,8123336,NA,NA,NA,NA,NA,ENSMUSG00000114883,NA,Gm48860,NA,NA,19261,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,"interleukin 3 receptor, alpha chain [Source:MGI Symbol;Acc:MGI:96553]",ENSMUSG00000068758,GENCODE basic,Il3ra,Il3ra,Alternative splicing; Cell membrane; Disulfide bond; Glycoprotein; Isopeptide bond; Membrane; Receptor; Reference proteome; Signal; Transmembrane; Transmembrane helix; Ubl conjugation,9737,,,ENSMUST00000224163,,P26952
Il4i1_1,chr7,44485725,44486224,44485165,44485664,,protein_coding,protein_coding_CDS_not_defined,NA,interleukin 4 induced 1 [Source:MGI Symbol;Acc:MGI:109552],ENSMUSG00000074141,,Il4i1,Il4i1,NA,24423,,,ENSMUST00000149779,tsl3 (assigned to previous version 1),,principal1,protein_coding,protein_coding,1,"TBC1 domain family, member 17 [Source:MGI Symbol;Acc:MGI:2449973]",ENSMUSG00000038520,GENCODE basic,Tbc1d17,Tbc1d17,Autophagy; Cytoplasm; Cytoplasmic vesicle; Endosome; GTPase activation; Phosphoprotein; Protein transport; Reference proteome; Transport,14457,,,ENSMUST00000047085,tsl1 (assigned to previous version 15),Q8BYH7
Il6st_1,chr13,112600675,112601174,112600115,112600614,principal1,protein_coding,protein_coding,1,interleukin 6 signal transducer [Source:MGI Symbol;Acc:MGI:96560],ENSMUSG00000021756,GENCODE basic,Il6st,Il6st,3D-structure; Cell membrane; Disulfide bond; Glycoprotein; Immunoglobulin domain; Membrane; Phosphoprotein; Receptor; Reference proteome; Repeat; Signal; Transmembrane; Transmembrane helix,46017,,,ENSMUST00000183663,tsl1 (assigned to previous version 7),Q00560,NA,NA,NA,NA,NA,ENSMUSG00000120018,NA,6720470G18Rik,NA,NA,2380,NA,NA,NA,NA,NA
Il7_2,chr3,7678868,7679367,7678308,7678807,NA,NA,NA,NA,NA,ENSMUSG00000097804,NA,Gm16685,NA,NA,173547,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,interleukin 7 [Source:MGI Symbol;Acc:MGI:96561],ENSMUSG00000040329,GENCODE basic,Il7,Il7,Cytokine; Direct protein sequencing; Disulfide bond; Glycoprotein; Growth factor; Reference proteome; Secreted; Signal,43767,,,ENSMUST00000194279,tsl1 (assigned to previous version 5),P10168
Ildr1_1,chr16,36514425,36514924,36513865,36514364,alternative2,protein_coding,protein_coding,1,immunoglobulin-like domain containing receptor 1 [Source:MGI Symbol;Acc:MGI:2146574],ENSMUSG00000022900,GENCODE basic,Ildr1,Ildr1,Alternative splicing; Cell junction; Cell membrane; Cytoplasm; Disulfide bond; Immunoglobulin domain; Membrane; Nucleus; Phosphoprotein; Receptor; Reference proteome; Signal; Tight junction; Transmembrane; Transmembrane helix,32827,,,ENSMUST00000023617,tsl1 (assigned to previous version 12),Q8CBR1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ilf3_1,chr9,21279225,21279724,21278665,21279164,principal2,protein_coding,protein_coding,NA,interleukin enhancer binding factor 3 [Source:MGI Symbol;Acc:MGI:1339973],ENSMUSG00000032178,GENCODE basic,Ilf3,Ilf3,3D-structure; Acetylation; Alternative splicing; Antiviral defense; Cytoplasm; Direct protein sequencing; DNA-binding; Isopeptide bond; Methylation; Nucleus; Phosphoprotein; Reference proteome; Repeat; RNA-binding; Transcription; Transcription regulation; Ubl conjugation,37491,,,ENSMUST00000067646,tsl1 (assigned to previous version 11),Q9Z1X4,NA,NA,NA,NA,NA,ENSMUSG00000110915,NA,Gm36198,NA,NA,6581,NA,NA,NA,NA,NA
Ilkap_1,chr1,91326569,91327068,91326009,91326508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,protein_coding,nonsense_mediated_decay,NA,integrin-linked kinase-associated serine/threonine phosphatase 2C [Source:MGI Symbol;Acc:MGI:1914694],ENSMUSG00000026309,,Ilkap,Ilkap,NA,24955,,,ENSMUST00000187049,tsl1 (assigned to previous version 6),
Immt_1,chr6,71808365,71808864,71807805,71808304,alternative1,protein_coding,protein_coding,1,"inner membrane protein, mitochondrial [Source:MGI Symbol;Acc:MGI:1923864]",ENSMUSG00000052337,GENCODE basic,Immt,Immt,Acetylation; Alternative splicing; Coiled coil; Direct protein sequencing; Membrane; Mitochondrion; Mitochondrion inner membrane; Phosphoprotein; Reference proteome; Transit peptide; Transmembrane; Transmembrane helix,46058,,,ENSMUST00000064062,tsl1 (assigned to previous version 12),Q8CAQ8,NA,NA,NA,NA,NA,ENSMUSG00000108466,NA,Gm44771,NA,NA,626,NA,NA,NA,NA,NA
Imp3_1,chr9,56844781,56845280,56844221,56844720,principal1,protein_coding,protein_coding,1,"IMP3, U3 small nucleolar ribonucleoprotein [Source:MGI Symbol;Acc:MGI:1916119]",ENSMUSG00000032288,GENCODE basic,Imp3,Imp3,Nucleus; Reference proteome; Ribonucleoprotein; Ribosome biogenesis; RNA-binding; rRNA processing; rRNA-binding,924,,,ENSMUST00000034827,tslNA (assigned to previous version 9),Q921Y2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Impa2_1,chr18,67422328,67422827,67421768,67422267,principal1,protein_coding,protein_coding,1,inositol monophosphatase 2 [Source:MGI Symbol;Acc:MGI:2149728],ENSMUSG00000024525,GENCODE basic,Impa2,Impa2,Cytoplasm; Hydrolase; Lithium; Magnesium; Metal-binding; Reference proteome,33287,,,ENSMUST00000025403,tsl1 (assigned to previous version 6),Q91UZ5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Impact_1,chr18,13105363,13105862,13104803,13105302,,protein_coding,protein_coding,NA,"impact, RWD domain protein [Source:MGI Symbol;Acc:MGI:1098233]",ENSMUSG00000024423,,Impact,Impact,NA,37099,,,ENSMUST00000234763,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Impad1_1,chr4,4793363,4793862,4792803,4793302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,"3'(2'), 5'-bisphosphate nucleotidase 2 [Source:MGI Symbol;Acc:MGI:1915720]",ENSMUSG00000066324,GENCODE basic,Bpnt2,Bpnt2,Acetylation; Glycoprotein; Golgi apparatus; Hydrolase; Magnesium; Membrane; Metal-binding; Reference proteome; Signal-anchor; Transmembrane; Transmembrane helix,30872,,,ENSMUST00000084949,tsl1 (assigned to previous version 2),Q80V26
Impdh1_1,chr6,29212331,29212830,29211771,29212270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,protein_coding,protein_coding,NA,inosine monophosphate dehydrogenase 1 [Source:MGI Symbol;Acc:MGI:96567],ENSMUSG00000003500,GENCODE basic,Impdh1,Impdh1,NA,15931,,,ENSMUST00000162739,tsl5 (assigned to previous version 7),
Impdh1_2,chr6,29216362,29216861,29215802,29216301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,protein_coding,protein_coding,NA,inosine monophosphate dehydrogenase 1 [Source:MGI Symbol;Acc:MGI:96567],ENSMUSG00000003500,GENCODE basic,Impdh1,Impdh1,NA,15931,,,ENSMUST00000162739,tsl5 (assigned to previous version 7),
Incenp_1,chr19,9876903,9877402,9876343,9876842,NA,NA,NA,NA,NA,ENSMUSG00000118100,NA,Gm50340,NA,NA,72957,NA,NA,NA,NA,NA,principal2,protein_coding,protein_coding,1,inner centromere protein [Source:MGI Symbol;Acc:MGI:1313288],ENSMUSG00000024660,GENCODE basic,Incenp,Incenp,Alternative splicing; Cell cycle; Cell division; Centromere; Chromosome; Chromosome partition; Coiled coil; Cytoplasm; Cytoskeleton; Glycoprotein; Kinetochore; Microtubule; Mitosis; Nucleus; Phosphoprotein; Reference proteome,27256,,,ENSMUST00000025562,tsl1 (assigned to previous version 7),Q9WU62
